sisa_umur_jam,jam_operasi_aktif,jenis_mesin,tekanan_oli_bar,id_log_sensor,suhu_c,vibrasi_mm_s,durasi_perbaikan_jam,shift_operator,kebisingan_lingkungan_db
244.2,10067,Robot_Arm,2.76,LOG-13912,73.4,0.83,11,Shift_1,98.8
269.7,6043,Robot_Arm,3.55,LOG-13913,40.2,1.89,9,Shift_1,80.0
261.8,6475,Conveyor_Belt,4.45,LOG-13914,60.3,3.18,6,Shift_3,88.4
196.2,19417,CNC_Milling,1.87,LOG-13915,75.4,5.93,4,Shift_1,91.8
238.8,11450,CNC_Milling,2.81,LOG-13916,65.3,3.54,9,Shift_1,64.0
280.2,3668,Robot_Arm,3.01,LOG-13917,40.6,5.59,9,Shift_2,81.6
259.2,7930,Robot_Arm,3.04,LOG-13918,77.3,3.8,4,Shift_3,86.8
271.2,5610,CNC_Milling,3.04,LOG-13919,70.5,4.59,4,Shift_3,115.1
217.6,18273,Conveyor_Belt,3.45,LOG-13920,62.6,1.65,8,Shift_2,94.1
266.6,6534,CNC_Milling,2.65,LOG-13921,52.9,2.29,9,Shift_3,75.9
251.8,7779,CNC_Milling,2.84,LOG-13922,80.2,0.86,6,Shift_2,97.0
261.4,7348,Conveyor_Belt,3.32,LOG-13923,37.8,5.5,3,Shift_3,99.7
276.9,4338,Conveyor_Belt,2.44,LOG-13924,41.7,3.27,8,Shift_3,82.6
209.4,15823,Robot_Arm,2.53,LOG-13925,54.0,0.1,3,Shift_2,85.6
239.9,11951,CNC_Milling,2.95,LOG-13926,69.5,5.2,2,Shift_1,90.2
232.8,9302,CNC_Milling,2.53,LOG-13927,44.5,6.44,11,Shift_2,90.3
256.6,8523,CNC_Milling,2.22,LOG-13928,56.8,1.97,9,Shift_2,84.7
232.4,13667,Robot_Arm,2.12,LOG-13929,59.9,5.2,9,Shift_2,74.3
284.8,2822,Robot_Arm,2.97,LOG-13930,70.1,3.48,7,Shift_1,68.5
205.5,18703,CNC_Milling,4.1,LOG-13931,60.8,0.1,9,Shift_3,75.4
123.1,11732,Robot_Arm,3.31,LOG-13932,60.9,8.88,7,Shift_3,79.5
275.7,5325,Robot_Arm,2.24,LOG-13933,54.4,3.49,11,Shift_1,83.6
241.4,11219,CNC_Milling,4.24,LOG-13934,81.3,4.5,4,Shift_2,92.1
216.8,17188,CNC_Milling,2.6,LOG-13935,74.9,2.44,6,Shift_3,76.4
272.6,4290,Conveyor_Belt,4.27,LOG-13936,74.4,3.26,5,Shift_1,76.0
242.6,10953,CNC_Milling,2.94,LOG-13937,53.3,4.4,6,Shift_3,89.9
240.1,12355,CNC_Milling,3.21,LOG-13938,57.3,1.39,2,Shift_1,77.1
122.7,16390,CNC_Milling,2.71,LOG-13939,72.1,8.23,11,Shift_3,78.4
233.8,11779,Robot_Arm,2.76,LOG-13940,56.2,6.1,5,Shift_3,83.7
227.3,14991,Robot_Arm,4.11,LOG-13941,51.1,5.29,7,Shift_3,82.7
217.2,15698,Robot_Arm,2.86,LOG-13942,69.3,3.65,4,Shift_1,73.6
215.9,17931,Robot_Arm,3.75,LOG-13943,45.4,2.1,3,Shift_2,92.0
237.1,7869,Robot_Arm,3.04,LOG-13944,61.9,6.58,9,Shift_1,96.2
226.2,14373,CNC_Milling,2.91,LOG-13945,78.4,5.53,6,Shift_1,80.5
273.9,5726,Conveyor_Belt,3.5,LOG-13946,67.2,3.0,3,Shift_2,106.9
214.7,17041,Conveyor_Belt,2.91,LOG-13947,49.3,1.29,8,Shift_2,77.7
204.4,19073,Robot_Arm,2.37,LOG-13948,72.1,0.1,3,Shift_2,85.1
265.7,6589,CNC_Milling,2.39,LOG-13949,56.0,4.07,10,Shift_2,72.0
240.5,11663,Robot_Arm,3.46,LOG-13950,77.7,3.38,10,Shift_2,80.2
172.8,16624,CNC_Milling,1.23,LOG-13951,72.6,6.96,9,Shift_2,103.3
276.0,1515,CNC_Milling,3.3,LOG-13952,59.8,6.48,7,Shift_1,88.5
224.6,14395,Conveyor_Belt,1.85,LOG-13953,53.8,4.1,11,Shift_1,85.5
221.5,16593,CNC_Milling,3.14,LOG-13954,52.3,3.8,8,Shift_2,76.7
207.1,17553,CNC_Milling,4.07,LOG-13955,103.8,1.12,2,Shift_3,71.0
255.7,4738,Robot_Arm,2.29,LOG-13956,30.6,6.65,3,Shift_2,97.4
218.8,15386,Robot_Arm,3.42,LOG-13957,38.6,3.86,8,Shift_2,89.0
223.6,15934,Robot_Arm,3.9,LOG-13958,81.5,5.51,8,Shift_2,76.8
254.7,1054,CNC_Milling,2.54,LOG-13959,78.3,6.94,5,Shift_1,76.0
228.5,14398,Robot_Arm,2.48,LOG-13960,70.4,2.59,8,Shift_3,90.5
232.1,12898,CNC_Milling,3.3,LOG-13961,35.1,1.93,5,Shift_2,95.1
31.8,19407,Conveyor_Belt,4.0,LOG-13962,73.1,10.17,6,Shift_1,70.5
288.7,1817,CNC_Milling,4.83,LOG-13963,50.3,5.49,3,Shift_1,84.5
206.1,19346,CNC_Milling,2.41,LOG-13964,63.5,3.3,11,Shift_3,87.4
199.5,11856,Robot_Arm,3.52,LOG-13965,71.1,7.1,8,Shift_3,86.1
271.2,6213,CNC_Milling,2.62,LOG-13966,72.6,3.23,4,Shift_2,83.7
258.9,8362,Robot_Arm,2.1,LOG-13967,55.2,4.81,8,Shift_1,70.4
232.1,15562,CNC_Milling,2.81,LOG-13968,84.3,2.58,7,Shift_1,85.7
195.9,19924,Robot_Arm,2.82,LOG-13969,77.2,3.96,4,Shift_2,92.9
263.9,7020,CNC_Milling,3.07,LOG-13970,50.6,3.31,3,Shift_2,70.8
188.9,19690,Robot_Arm,3.33,LOG-13971,57.8,2.12,8,Shift_3,86.6
236.9,12954,CNC_Milling,3.19,LOG-13972,53.6,4.61,5,Shift_2,89.2
271.9,4648,CNC_Milling,3.97,LOG-13973,64.1,2.4,4,Shift_2,73.9
237.6,12357,CNC_Milling,4.5,LOG-13974,74.4,5.44,4,Shift_1,78.8
214.8,16233,Conveyor_Belt,3.01,LOG-13975,37.2,3.24,3,Shift_3,76.4
288.6,2036,Robot_Arm,2.61,LOG-13976,35.2,0.1,8,Shift_3,85.4
287.8,2499,CNC_Milling,2.84,LOG-13977,52.5,5.55,11,Shift_3,74.0
290.6,1098,CNC_Milling,2.82,LOG-13978,85.3,5.59,9,Shift_3,68.1
96.8,11837,CNC_Milling,2.53,LOG-13979,68.6,9.63,4,Shift_1,89.3
87.0,2097,CNC_Milling,1.8,LOG-13980,88.7,4.04,10,Shift_3,95.5
202.8,18710,Robot_Arm,1.92,LOG-13981,62.7,4.46,6,Shift_2,81.9
285.6,3430,CNC_Milling,3.55,LOG-13982,52.4,5.2,4,Shift_3,65.4
266.9,2360,Conveyor_Belt,3.6,LOG-13983,39.9,6.55,6,Shift_1,73.2
245.9,5895,Robot_Arm,3.26,LOG-13984,52.6,6.39,8,Shift_3,79.9
220.5,15500,CNC_Milling,2.81,LOG-13985,55.7,4.8,8,Shift_3,86.8
203.5,18232,CNC_Milling,2.6,LOG-13986,30.0,3.92,7,Shift_2,77.2
272.9,5769,CNC_Milling,1.9,LOG-13987,52.4,6.11,6,Shift_3,87.2
241.7,10854,CNC_Milling,2.48,LOG-13988,52.3,3.81,7,Shift_1,76.2
218.0,15701,Robot_Arm,2.41,LOG-13989,65.3,0.78,9,Shift_3,96.6
219.1,16140,CNC_Milling,1.87,LOG-13990,64.4,0.25,4,Shift_2,69.7
282.5,3905,CNC_Milling,3.17,LOG-13991,69.8,3.27,4,Shift_1,82.6
211.6,16927,CNC_Milling,2.41,LOG-13992,40.7,4.3,9,Shift_1,79.0
45.8,17478,Robot_Arm,3.03,LOG-13993,,10.18,9,Shift_3,86.6
226.1,14963,CNC_Milling,1.82,LOG-13994,78.9,3.7,8,Shift_3,71.4
236.4,11017,Conveyor_Belt,3.47,LOG-13995,61.1,4.12,9,Shift_1,86.1
259.7,8436,CNC_Milling,3.34,LOG-13996,77.7,2.99,11,Shift_2,79.4
207.6,17898,CNC_Milling,2.59,LOG-13997,62.9,5.55,5,Shift_2,86.9
206.9,17413,Robot_Arm,4.1,LOG-13998,67.8,4.7,8,Shift_3,79.2
254.2,10846,Robot_Arm,2.94,LOG-13999,72.9,2.4,10,Shift_1,96.1
219.8,15098,Robot_Arm,3.11,LOG-14000,56.7,1.47,8,Shift_1,84.7
260.3,8598,Robot_Arm,1.75,LOG-14001,55.0,2.99,3,Shift_1,81.4
226.3,15119,CNC_Milling,2.37,LOG-14002,54.8,1.89,5,Shift_1,81.8
278.0,2697,CNC_Milling,2.48,LOG-14003,63.8,3.42,8,Shift_3,82.1
205.3,18129,CNC_Milling,3.63,LOG-14004,73.6,4.35,3,Shift_1,91.2
240.2,10795,Robot_Arm,3.77,LOG-14005,58.9,2.75,9,Shift_2,85.5
176.6,12374,Robot_Arm,2.54,LOG-14006,82.3,7.64,11,Shift_2,82.1
244.5,4598,Robot_Arm,3.14,LOG-14007,91.2,6.9,7,Shift_3,92.3
252.2,11042,Conveyor_Belt,3.69,LOG-14008,51.8,3.43,8,Shift_3,105.8
289.5,1059,Robot_Arm,2.73,LOG-14009,82.8,1.59,8,Shift_2,78.2
221.7,17913,Conveyor_Belt,1.83,LOG-14010,64.7,3.93,6,Shift_3,87.3
228.1,15228,Robot_Arm,3.57,LOG-14011,70.7,3.67,9,Shift_3,76.9
259.6,9634,Robot_Arm,3.34,LOG-14012,63.0,3.84,11,Shift_2,90.1
216.0,16880,Robot_Arm,3.23,LOG-14013,83.3,3.0,5,Shift_2,97.9
216.2,16419,CNC_Milling,3.77,LOG-14014,70.2,1.38,4,Shift_2,71.1
279.1,3262,CNC_Milling,3.83,LOG-14015,59.8,4.09,6,Shift_3,88.3
295.8,2023,Robot_Arm,3.5,LOG-14016,58.7,3.12,9,Shift_1,68.3
269.9,5817,CNC_Milling,2.06,LOG-14017,47.0,3.35,9,Shift_1,79.1
294.0,1024,CNC_Milling,1.79,LOG-14018,56.4,4.23,4,Shift_1,84.0
245.8,11889,Robot_Arm,3.28,LOG-14019,83.3,3.83,11,Shift_2,91.1
248.6,11037,Robot_Arm,3.05,LOG-14020,81.2,4.18,6,Shift_2,74.2
242.6,11221,CNC_Milling,3.11,LOG-14021,55.4,3.01,6,Shift_2,72.7
288.4,2398,CNC_Milling,4.35,LOG-14022,48.5,4.9,5,Shift_3,77.5
208.9,18445,Conveyor_Belt,3.73,LOG-14023,79.3,2.21,2,Shift_2,86.7
202.3,19554,Conveyor_Belt,2.85,LOG-14024,71.4,1.28,9,Shift_1,70.2
244.5,12220,Robot_Arm,2.41,LOG-14025,35.4,1.78,6,Shift_3,109.0
296.8,1104,CNC_Milling,3.52,LOG-14026,108.2,2.31,6,Shift_1,77.9
255.6,8523,CNC_Milling,3.37,LOG-14027,65.2,0.78,7,Shift_3,76.1
233.0,14644,CNC_Milling,2.83,LOG-14028,90.5,0.1,5,Shift_2,71.6
220.6,15225,Robot_Arm,0.81,LOG-14029,67.6,5.26,3,Shift_2,90.0
223.6,5624,Robot_Arm,2.23,LOG-14030,49.4,7.19,4,Shift_2,79.5
215.5,16631,Robot_Arm,3.68,LOG-14031,67.9,5.39,7,Shift_1,90.5
200.9,19383,CNC_Milling,1.97,LOG-14032,43.0,2.79,10,Shift_1,88.4
244.9,10664,Conveyor_Belt,3.46,LOG-14033,63.1,0.1,6,Shift_2,103.9
263.3,8249,Robot_Arm,3.35,LOG-14034,48.7,4.48,4,Shift_2,73.1
245.2,10996,Robot_Arm,2.21,LOG-14035,61.9,0.1,4,Shift_3,84.3
300.8,1518,Robot_Arm,3.72,LOG-14036,68.7,3.78,6,Shift_1,82.4
242.6,10945,Robot_Arm,2.94,LOG-14037,69.4,2.0,11,Shift_1,64.3
289.3,1511,Conveyor_Belt,2.88,LOG-14038,43.1,0.1,6,Shift_2,89.4
217.1,1660,Robot_Arm,2.08,LOG-14039,55.3,7.7,4,Shift_2,81.9
235.8,11514,Conveyor_Belt,4.04,LOG-14040,35.4,0.86,6,Shift_3,92.2
242.5,10705,CNC_Milling,2.05,LOG-14041,74.3,3.11,11,Shift_1,86.6
197.1,19747,CNC_Milling,2.04,LOG-14042,68.0,3.68,8,Shift_3,84.2
243.8,10645,CNC_Milling,3.11,LOG-14043,47.4,2.82,9,Shift_1,98.1
2.6,19615,CNC_Milling,2.22,LOG-14044,86.1,5.16,10,Shift_3,77.6
214.1,16335,Conveyor_Belt,4.65,LOG-14045,72.0,2.15,2,Shift_1,93.1
271.1,7408,CNC_Milling,2.21,LOG-14046,63.4,4.95,3,Shift_3,88.4
206.4,18597,CNC_Milling,3.63,LOG-14047,57.9,4.8,4,Shift_3,101.1
253.1,10171,CNC_Milling,4.31,LOG-14048,55.4,0.56,9,Shift_1,82.6
234.0,12304,Robot_Arm,3.57,LOG-14049,53.2,4.59,4,Shift_1,107.4
83.4,2908,Conveyor_Belt,2.4,LOG-14050,82.6,1.37,3,Shift_2,80.4
276.2,5039,Conveyor_Belt,3.27,LOG-14051,69.1,1.09,6,Shift_1,89.2
247.4,10921,CNC_Milling,4.08,LOG-14052,49.3,4.73,2,Shift_1,78.8
73.5,6153,Robot_Arm,1.8,LOG-14053,84.5,2.98,10,Shift_2,93.3
231.4,12394,CNC_Milling,3.88,LOG-14054,63.6,4.93,2,Shift_3,79.6
300.4,2518,Conveyor_Belt,3.39,LOG-14055,51.2,4.95,3,Shift_2,111.6
279.0,5770,CNC_Milling,4.51,LOG-14056,94.6,0.43,10,Shift_3,86.9
232.8,13638,Conveyor_Belt,3.34,LOG-14057,48.6,5.85,11,Shift_2,84.1
238.5,12630,Conveyor_Belt,3.12,LOG-14058,52.6,4.71,10,Shift_1,75.7
202.5,19689,Robot_Arm,3.55,LOG-14059,65.0,2.53,6,Shift_1,64.9
204.6,18094,Robot_Arm,2.01,LOG-14060,69.8,3.66,5,Shift_3,88.2
211.1,16401,CNC_Milling,2.35,LOG-14061,53.7,5.92,11,Shift_1,74.2
289.1,1018,CNC_Milling,3.06,LOG-14062,31.8,3.2,8,Shift_3,92.2
99.7,12446,CNC_Milling,2.58,LOG-14063,65.5,9.29,2,Shift_3,58.1
212.4,5349,CNC_Milling,2.51,LOG-14064,49.3,7.73,3,Shift_3,74.2
267.1,6071,Robot_Arm,4.63,LOG-14065,59.6,4.29,10,Shift_3,85.7
280.5,4988,Robot_Arm,4.44,LOG-14066,52.8,3.43,9,Shift_3,98.9
250.4,9662,Conveyor_Belt,0.97,LOG-14067,48.7,3.54,2,Shift_2,84.1
282.5,3353,Conveyor_Belt,3.03,LOG-14068,61.0,2.5,11,Shift_1,86.6
243.2,11104,CNC_Milling,2.05,LOG-14069,55.5,4.31,7,Shift_3,73.7
276.2,4155,CNC_Milling,3.92,LOG-14070,52.4,5.72,11,Shift_1,84.8
256.1,10508,Robot_Arm,3.18,LOG-14071,79.5,0.63,11,Shift_2,80.8
236.1,12892,CNC_Milling,4.17,LOG-14072,50.1,5.61,8,Shift_1,101.3
271.7,4413,Robot_Arm,2.31,LOG-14073,61.2,6.33,2,Shift_3,64.5
286.3,2951,Robot_Arm,2.24,LOG-14074,64.4,5.43,6,Shift_3,92.2
225.4,16318,Robot_Arm,2.82,LOG-14075,39.6,3.68,10,Shift_2,77.8
225.2,15032,Robot_Arm,2.52,LOG-14076,48.2,5.33,5,Shift_2,82.9
218.8,5967,Conveyor_Belt,2.93,LOG-14077,64.4,7.25,5,Shift_2,82.9
203.3,17853,Robot_Arm,3.95,LOG-14078,63.8,3.85,4,Shift_3,79.9
277.6,5202,Conveyor_Belt,3.37,LOG-14079,53.2,4.06,8,Shift_3,74.0
81.4,18605,Conveyor_Belt,2.76,LOG-14080,64.6,9.33,2,Shift_2,69.4
289.2,3152,Robot_Arm,3.04,LOG-14081,69.0,4.77,6,Shift_2,109.8
230.1,13543,CNC_Milling,1.73,LOG-14082,73.8,1.48,4,Shift_3,83.4
289.9,1364,Conveyor_Belt,1.44,LOG-14083,75.0,6.18,10,Shift_1,74.6
270.9,4750,CNC_Milling,3.97,LOG-14084,83.1,5.0,7,Shift_1,92.1
251.5,8689,Robot_Arm,2.39,LOG-14085,66.6,2.36,4,Shift_2,93.6
283.4,2620,Robot_Arm,4.15,LOG-14086,44.2,1.24,4,Shift_1,85.2
248.2,9682,CNC_Milling,2.75,LOG-14087,60.6,4.6,9,Shift_3,74.7
275.9,5408,CNC_Milling,3.11,LOG-14088,46.0,3.85,9,Shift_1,94.4
289.7,2880,CNC_Milling,3.66,LOG-14089,77.7,0.89,10,Shift_1,76.6
201.5,19277,Conveyor_Belt,3.76,LOG-14090,85.6,3.78,9,Shift_3,75.8
209.7,19654,Robot_Arm,2.59,LOG-14091,64.9,3.62,3,Shift_3,74.1
201.0,19284,Conveyor_Belt,3.06,LOG-14092,82.4,3.84,6,Shift_2,74.0
286.2,3927,Conveyor_Belt,2.99,LOG-14093,81.4,5.23,2,Shift_2,92.2
256.9,8256,Robot_Arm,3.3,LOG-14094,69.6,0.1,11,Shift_1,79.6
264.0,7220,Robot_Arm,3.15,LOG-14095,72.9,1.22,9,Shift_3,109.3
264.4,7190,Robot_Arm,2.42,LOG-14096,79.2,2.78,10,Shift_3,87.5
206.8,8915,CNC_Milling,3.12,LOG-14097,44.1,7.32,9,Shift_3,86.3
88.7,10690,Conveyor_Belt,1.83,LOG-14098,68.7,9.92,2,Shift_1,87.4
240.5,10217,Conveyor_Belt,3.0,LOG-14099,73.3,4.01,8,Shift_2,79.2
271.1,6542,CNC_Milling,3.09,LOG-14100,43.5,4.11,10,Shift_3,93.4
1.9,19616,Conveyor_Belt,2.22,LOG-14101,93.7,0.1,8,Shift_3,76.4
200.2,19613,CNC_Milling,2.77,LOG-14102,81.4,6.26,10,Shift_1,80.1
257.1,7293,Conveyor_Belt,2.59,LOG-14103,81.5,5.12,7,Shift_3,93.7
272.9,5203,Robot_Arm,2.6,LOG-14104,71.1,4.71,5,Shift_1,98.6
236.3,11121,CNC_Milling,3.61,LOG-14105,50.8,0.88,6,Shift_3,105.7
142.4,8013,Conveyor_Belt,3.37,LOG-14106,46.0,8.95,6,Shift_1,80.6
129.7,19755,Robot_Arm,3.77,LOG-14107,63.5,7.8,4,Shift_1,90.5
261.2,9158,CNC_Milling,4.66,LOG-14108,75.5,4.74,2,Shift_3,66.8
274.4,1755,Robot_Arm,3.88,LOG-14109,73.1,6.48,6,Shift_2,100.7
80.6,3376,Robot_Arm,1.77,LOG-14110,90.7,4.13,4,Shift_2,83.3
286.4,2416,Robot_Arm,2.48,LOG-14111,60.3,6.05,7,Shift_3,92.1
263.5,8273,Robot_Arm,4.07,LOG-14112,59.6,0.73,11,Shift_2,91.4
256.1,7013,CNC_Milling,2.68,LOG-14113,65.1,0.1,8,Shift_3,89.7
216.3,17277,CNC_Milling,2.63,LOG-14114,47.7,0.83,11,Shift_3,78.7
206.8,17921,Robot_Arm,3.27,LOG-14115,87.5,1.98,10,Shift_3,77.6
279.8,3666,CNC_Milling,2.77,LOG-14116,61.2,2.39,8,Shift_3,94.1
205.4,18947,Robot_Arm,4.37,LOG-14117,68.8,5.12,3,Shift_1,79.9
231.9,12096,Conveyor_Belt,2.87,LOG-14118,77.2,3.36,2,Shift_2,78.0
258.3,6829,Conveyor_Belt,4.93,LOG-14119,53.7,3.93,3,Shift_1,83.9
259.6,8726,Robot_Arm,2.55,LOG-14120,69.2,1.04,2,Shift_2,83.7
250.9,9386,Robot_Arm,2.47,LOG-14121,64.9,0.82,6,Shift_3,80.8
278.6,4240,Conveyor_Belt,2.33,LOG-14122,79.6,4.1,7,Shift_3,83.6
213.7,17480,Conveyor_Belt,2.37,LOG-14123,65.1,2.64,7,Shift_3,87.7
287.6,1234,CNC_Milling,3.58,LOG-14124,30.0,4.01,4,Shift_3,74.9
284.7,2324,Robot_Arm,1.92,LOG-14125,51.0,5.36,6,Shift_1,73.4
180.6,6193,CNC_Milling,2.2,LOG-14126,42.5,8.1,8,Shift_1,90.7
269.7,3728,CNC_Milling,3.42,LOG-14127,93.9,3.95,4,Shift_3,89.1
1.0,2174,CNC_Milling,1.26,LOG-14128,86.2,8.53,2,Shift_3,81.6
257.8,8284,Robot_Arm,1.82,LOG-14129,32.7,5.02,3,Shift_3,79.4
261.6,8158,Robot_Arm,2.96,LOG-14130,49.8,5.72,11,Shift_1,93.0
259.6,3385,Conveyor_Belt,3.33,LOG-14131,44.2,6.63,4,Shift_1,73.2
209.4,16393,Robot_Arm,2.73,LOG-14132,68.2,5.8,3,Shift_3,73.7
202.6,17768,Robot_Arm,3.35,LOG-14133,50.7,2.0,10,Shift_2,77.3
195.1,14674,CNC_Milling,2.31,LOG-14134,61.0,6.71,5,Shift_2,60.5
246.4,10921,CNC_Milling,4.21,LOG-14135,44.3,3.06,11,Shift_2,104.8
202.4,19000,CNC_Milling,3.73,LOG-14136,71.5,4.75,2,Shift_3,72.0
257.8,7659,Conveyor_Belt,2.35,LOG-14137,39.8,4.33,2,Shift_1,95.2
226.6,9113,CNC_Milling,2.85,LOG-14138,102.5,6.86,5,Shift_2,87.9
96.4,1286,Robot_Arm,1.43,LOG-14139,87.6,4.98,11,Shift_2,88.8
231.3,14448,CNC_Milling,3.74,LOG-14140,102.2,0.53,5,Shift_1,101.6
158.7,2757,Robot_Arm,1.98,LOG-14141,74.1,9.23,9,Shift_2,89.5
222.7,13641,Conveyor_Belt,2.57,LOG-14142,88.4,6.09,8,Shift_3,84.5
224.3,15866,Conveyor_Belt,2.77,LOG-14143,78.4,2.62,2,Shift_2,99.9
287.0,5123,CNC_Milling,1.9,LOG-14144,49.9,1.16,10,Shift_3,63.5
225.1,12628,Conveyor_Belt,2.33,LOG-14145,59.4,6.37,3,Shift_1,97.8
265.6,6768,CNC_Milling,3.3,LOG-14146,71.4,1.45,10,Shift_2,86.0
249.5,8568,Conveyor_Belt,2.6,LOG-14147,82.3,6.0,3,Shift_1,84.2
214.1,11066,CNC_Milling,3.7,LOG-14148,64.9,6.67,9,Shift_1,82.6
274.8,5740,Robot_Arm,3.59,LOG-14149,73.3,2.38,10,Shift_2,88.6
222.6,16136,Robot_Arm,2.32,LOG-14150,60.0,2.15,11,Shift_2,80.0
252.3,8497,Conveyor_Belt,2.64,LOG-14151,58.8,2.82,8,Shift_2,75.4
253.5,9774,Conveyor_Belt,2.64,LOG-14152,42.9,1.53,2,Shift_1,85.8
212.8,16479,CNC_Milling,2.68,LOG-14153,71.6,4.57,2,Shift_2,92.1
277.7,5327,Conveyor_Belt,4.18,LOG-14154,57.6,4.93,9,Shift_2,83.8
255.1,9592,CNC_Milling,3.15,LOG-14155,45.7,5.82,6,Shift_3,89.8
205.5,19875,CNC_Milling,1.67,LOG-14156,56.1,1.92,3,Shift_3,92.2
250.6,8594,CNC_Milling,2.48,LOG-14157,69.3,6.1,4,Shift_2,91.6
287.7,3195,CNC_Milling,2.63,LOG-14158,75.0,1.53,8,Shift_2,90.7
264.6,6404,CNC_Milling,3.34,LOG-14159,62.2,6.1,2,Shift_2,91.2
206.2,19161,Robot_Arm,4.44,LOG-14160,81.0,0.28,10,Shift_1,87.9
146.4,15423,CNC_Milling,3.63,LOG-14161,87.4,7.92,9,Shift_1,63.7
213.8,16371,Robot_Arm,2.92,LOG-14162,60.7,2.7,8,Shift_1,77.8
272.5,5817,CNC_Milling,2.32,LOG-14163,79.6,5.5,7,Shift_1,82.3
217.6,16938,Robot_Arm,4.14,LOG-14164,55.0,5.7,3,Shift_1,93.2
252.1,8473,CNC_Milling,2.76,LOG-14165,45.5,0.83,6,Shift_2,80.2
218.7,16103,CNC_Milling,1.86,LOG-14166,50.8,6.09,3,Shift_1,94.8
213.9,17736,Robot_Arm,3.29,LOG-14167,52.0,2.62,7,Shift_2,99.3
271.8,4955,Conveyor_Belt,2.01,LOG-14168,58.4,3.23,10,Shift_3,107.0
207.2,18831,Conveyor_Belt,3.53,LOG-14169,94.7,2.32,10,Shift_3,91.3
150.6,13019,CNC_Milling,2.68,LOG-14170,57.1,8.03,11,Shift_3,78.3
228.5,14886,Conveyor_Belt,2.76,LOG-14171,59.4,1.08,5,Shift_1,88.9
218.7,15378,Robot_Arm,0.8,LOG-14172,67.3,5.08,9,Shift_1,93.3
285.6,4200,Conveyor_Belt,3.86,LOG-14173,45.2,2.44,6,Shift_3,70.0
201.3,15168,CNC_Milling,2.06,LOG-14174,67.2,6.73,4,Shift_1,97.0
126.9,5045,CNC_Milling,2.42,LOG-14175,74.9,9.8,9,Shift_1,79.9
279.0,6159,CNC_Milling,3.15,LOG-14176,87.2,2.42,4,Shift_2,87.0
291.1,3214,Conveyor_Belt,2.88,LOG-14177,84.7,4.35,8,Shift_3,74.7
282.5,4441,CNC_Milling,4.84,LOG-14178,70.4,3.04,2,Shift_1,95.7
185.8,19599,CNC_Milling,1.62,LOG-14179,61.6,6.6,7,Shift_3,66.4
263.2,7234,Robot_Arm,2.69,LOG-14180,62.5,3.38,6,Shift_3,84.4
245.1,8353,Conveyor_Belt,3.63,LOG-14181,71.1,6.26,2,Shift_1,80.0
254.3,10117,Robot_Arm,2.65,LOG-14182,64.3,3.01,5,Shift_2,92.9
82.3,14545,Robot_Arm,3.0,LOG-14183,63.6,9.61,11,Shift_3,80.8
245.1,11901,CNC_Milling,5.07,LOG-14184,51.0,0.1,4,Shift_3,97.5
240.2,11186,Conveyor_Belt,3.05,LOG-14185,75.1,4.94,5,Shift_1,82.1
212.2,16902,CNC_Milling,4.12,LOG-14186,69.5,3.97,8,Shift_1,91.1
240.6,10422,CNC_Milling,3.52,LOG-14187,53.7,3.88,3,Shift_2,92.0
216.4,15611,Robot_Arm,3.59,LOG-14188,87.3,4.71,4,Shift_1,88.9
210.2,18307,CNC_Milling,2.84,LOG-14189,68.1,4.15,5,Shift_1,90.4
223.7,13846,Robot_Arm,1.7,LOG-14190,43.6,4.55,2,Shift_1,69.1
286.7,1671,Robot_Arm,3.87,LOG-14191,79.2,5.02,6,Shift_2,79.3
171.2,6006,CNC_Milling,3.45,LOG-14192,54.9,8.37,6,Shift_2,80.0
234.3,12737,CNC_Milling,3.43,LOG-14193,58.9,0.1,3,Shift_2,91.6
145.1,10098,CNC_Milling,2.88,LOG-14194,62.2,8.62,9,Shift_2,96.8
101.8,6410,CNC_Milling,2.48,LOG-14195,77.9,10.4,7,Shift_2,87.8
267.1,7373,Conveyor_Belt,4.06,LOG-14196,64.1,0.1,3,Shift_2,82.0
284.6,2488,Robot_Arm,3.26,LOG-14197,74.3,4.12,4,Shift_1,85.2
215.6,5463,CNC_Milling,1.54,LOG-14198,41.4,7.43,7,Shift_2,88.0
206.0,15872,CNC_Milling,2.96,LOG-14199,48.5,6.3,4,Shift_1,84.2
210.9,1194,Conveyor_Belt,2.76,LOG-14200,65.5,8.19,2,Shift_3,78.4
218.3,16899,Conveyor_Belt,0.9,LOG-14201,54.1,4.93,9,Shift_2,73.4
260.0,7449,Conveyor_Belt,2.4,LOG-14202,61.9,0.1,4,Shift_3,74.9
169.8,16349,CNC_Milling,5.08,LOG-14203,76.2,7.26,8,Shift_3,73.5
272.9,5866,Robot_Arm,1.11,LOG-14204,53.0,5.59,10,Shift_1,86.7
149.7,16746,CNC_Milling,2.08,LOG-14205,54.0,7.67,2,Shift_2,78.6
242.6,11866,Robot_Arm,1.05,LOG-14206,66.6,0.17,3,Shift_2,91.3
217.0,17177,Robot_Arm,1.73,LOG-14207,33.1,0.96,4,Shift_2,62.8
99.7,2183,Robot_Arm,1.53,LOG-14208,80.1,4.04,8,Shift_1,76.9
172.0,16151,CNC_Milling,2.05,LOG-14209,67.0,7.33,2,Shift_2,83.2
183.3,6139,Robot_Arm,4.37,LOG-14210,66.4,8.03,2,Shift_2,86.7
